Requirement_ID,Jurisdiction,Scheme,Source_Authority,Source_Document,Source_URL,Module_Type,Module_Name,Standard_Name,Outcome_Code,Outcome_Text,Quality_Indicator_Code,Quality_Indicator_Text,Applies_To_All_Providers,Registration_Group_Numbers,Registration_Group_Names,Registration_Group_Source_URL,Audit_Type,High_Risk_Flag,Stage_1_Applies,Stage_2_Applies,Audit_Test_Methods,Sampling_Required,Sampling_Subject,System_Evidence_Required,Implementation_Evidence_Required,Workforce_Evidence_Required,Participant_Evidence_Required,Requires_Workforce_Evidence,Requires_Participant_Evidence,Minimum_Evidence_Score_2,Best_Practice_Evidence_Score_3,Common_Nonconformity_Patterns,Gap_Rule_1,Gap_Rule_2,Gap_Rule_3,NC_Severity_Default,Evidence_Owner_Role,Review_Frequency,System_of_Record,Audit_Export_Label,Version,Last_Reviewed_Date,Change_Trigger,Notes,Evidence_Status_System,Evidence_Status_Implementation,Evidence_Status_Workforce,Evidence_Status_Participant,Best_Practice_Evidence_Present,Computed_Score,Computed_Flag
SUP-ECS-CAP-QI-01,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Capacity Building,SUP-ECS-CAP-O1,"Each participant receives supports that build the knowledge, skills and abilities of the family and other collaborating providers in order to support the child’s learning and development.",SUP-ECS-CAP-QI-01,Work is undertaken with the support network in each child’s life to build their capacity to achieve the functional outcomes identified in the support plan.,N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,"Relevant policy/procedure/framework (current, approved)",Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Capacity Building,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-CAP-QI-02,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Capacity Building,SUP-ECS-CAP-O1,"Each participant receives supports that build the knowledge, skills and abilities of the family and other collaborating providers in order to support the child’s learning and development.",SUP-ECS-CAP-QI-02,Each family’s confidence is built to understand how their family routines and everyday activities can support their child’s development.,N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Capacity Building,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-CAP-QI-03,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Capacity Building,SUP-ECS-CAP-O1,"Each participant receives supports that build the knowledge, skills and abilities of the family and other collaborating providers in order to support the child’s learning and development.",SUP-ECS-CAP-QI-03,"The capacity of the child, family and collaborating providers involved with the child is built through coaching, capacity building supports and collaborative teamwork.",N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Capacity Building,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-CAP-QI-04,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Capacity Building,SUP-ECS-CAP-O1,"Each participant receives supports that build the knowledge, skills and abilities of the family and other collaborating providers in order to support the child’s learning and development.",SUP-ECS-CAP-QI-04,"Collaboration is undertaken to affirm, challenge, and support the child, family and collaborating providers to further develop their skills and to improve practice and relationships.",N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Capacity Building,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-CAP-QI-05,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Capacity Building,SUP-ECS-CAP-O1,"Each participant receives supports that build the knowledge, skills and abilities of the family and other collaborating providers in order to support the child’s learning and development.",SUP-ECS-CAP-QI-05,"Feedback and learnings from the child, family and other professionals is used to improve support delivery",N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Capacity Building,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-EIP-QI-01,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Evidence – Informed Practice,SUP-ECS-EIP-O1,Each participant receives evidence-informed supports from providers with quality standards and validated practice.,SUP-ECS-EIP-QI-01,"Intervention strategies are based on explicit principles, validated practices, best available research and relevant laws and regulations.",N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review,N,,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),N/A or indirect (no participant-specific evidence typically required),N,N,All required evidence buckets present and current (system + implementation).,"Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Evidence – Informed Practice,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-EIP-QI-02,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Evidence – Informed Practice,SUP-ECS-EIP-O1,Each participant receives evidence-informed supports from providers with quality standards and validated practice.,SUP-ECS-EIP-QI-02,"Appropriate information, knowledge, skills and expertise are in place to deliver quality supports to each participant’s support network.",N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Evidence – Informed Practice,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-EIP-QI-03,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Evidence – Informed Practice,SUP-ECS-EIP-O1,Each participant receives evidence-informed supports from providers with quality standards and validated practice.,SUP-ECS-EIP-QI-03,"Knowledge and skills are maintained through continuing relevant professional development, ongoing self-reflection, self-assessment and monitoring of practices.",N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review,N,,Relevant documented process or guidance (current),Records/registers showing application in practice (samples),Role clarity / accountability evidence (where relevant),N/A or indirect (no participant-specific evidence typically required),N,N,All required evidence buckets present and current (system + implementation).,"Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Evidence – Informed Practice,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-OBA-QI-01,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Outcome based approach,SUP-ECS-OBA-O1,Each participant receives supports that are outcome-based and goal-focused.,SUP-ECS-OBA-QI-01,"The functional outcomes for the child and their family are based on their needs and priorities, and the skills needed to achieve those outcomes are identified through collaboration with the child and their family.",N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Outcome based approach,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-OBA-QI-02,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Outcome based approach,SUP-ECS-OBA-O1,Each participant receives supports that are outcome-based and goal-focused.,SUP-ECS-OBA-QI-02,Each child has a documented support plan that describes the interventions and their functional outcomes.,N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Records sampling; Participant interview (where applicable),Y,Files/records; Participants,"Relevant policy/procedure/framework (current, approved)",Records/registers showing application in practice (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Outcome based approach,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-OBA-QI-03,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Outcome based approach,SUP-ECS-OBA-O1,Each participant receives supports that are outcome-based and goal-focused.,SUP-ECS-OBA-QI-03,The family is actively involved in the assessment of the child and the development and review of the support plan.,N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,"Relevant policy/procedure/framework (current, approved)",Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Outcome based approach,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-OBA-QI-04,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Outcome based approach,SUP-ECS-OBA-O1,Each participant receives supports that are outcome-based and goal-focused.,SUP-ECS-OBA-QI-04,"A copy of the support plan is provided to the family in the language, mode of communication and terms that they are most likely to understand.",N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,"Relevant policy/procedure/framework (current, approved)",Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Outcome based approach,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-OBA-QI-05,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Outcome based approach,SUP-ECS-OBA-O1,Each participant receives supports that are outcome-based and goal-focused.,SUP-ECS-OBA-QI-05,The functional outcomes support the child’s meaningful participation in family and community life.,N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Outcome based approach,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-ECS-OBA-QI-06,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Early Childhood Supports,Outcome based approach,SUP-ECS-OBA-O1,Each participant receives supports that are outcome-based and goal-focused.,SUP-ECS-OBA-QI-06,"The assessment, intervention planning and outcomes for the child and the family are measured, evaluated and reported in ways that are meaningful to, and understood by, the family.",N,118.0,Early intervention supports for early childhood,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,"Relevant policy/procedure/framework (current, approved)",Records/registers showing application in practice (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Early Childhood Lead,Ongoing + quarterly review,,Supplementary – Early Childhood Supports – Outcome based approach,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-SSC-SSC-QI-01,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Specialist Support Coordination,Specialised Support Co-ordination,SUP-SSC-SSC-O1,"Each participant receiving specialised support coordination receives tailored support to implement, monitor and review their support plans and reduce the risk and complexity of their situation.",SUP-SSC-SSC-QI-01,Demonstrated knowledge and understanding of the risk factors experienced by each participant with high-risk and/or complex needs.,N,132.0,Specialised support coordination,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Support Coordination Lead,Ongoing + quarterly review,,Supplementary – Specialist Support Coordination – Specialised Support Co-ordination,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-SSC-SSC-QI-02,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Specialist Support Coordination,Specialised Support Co-ordination,SUP-SSC-SSC-O1,"Each participant receiving specialised support coordination receives tailored support to implement, monitor and review their support plans and reduce the risk and complexity of their situation.",SUP-SSC-SSC-QI-02,"Participants are involved in the evaluation of their situation and the identification of the supports required to prevent or respond to a crisis, incident or breakdown of support arrangements, and the promotion of safety for the participant and others.",N,132.0,Specialised support coordination,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Support Coordination Lead,Ongoing + quarterly review,,Supplementary – Specialist Support Coordination – Specialised Support Co-ordination,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-SSC-SSC-QI-03,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Specialist Support Coordination,Specialised Support Co-ordination,SUP-SSC-SSC-O1,"Each participant receiving specialised support coordination receives tailored support to implement, monitor and review their support plans and reduce the risk and complexity of their situation.",SUP-SSC-SSC-QI-03,"Consultation is undertaken with the participant and, with the participant’s consent, the participant’s support network and mainstream services (as appropriate) in planning and coordinating supports to implement the participant’s plan, and any plan review.",N,132.0,Specialised support coordination,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,"Relevant policy/procedure/framework (current, approved)",Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Support Coordination Lead,Ongoing + quarterly review,,Supplementary – Specialist Support Coordination – Specialised Support Co-ordination,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-SSC-SSC-QI-04,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Specialist Support Coordination,Specialised Support Co-ordination,SUP-SSC-SSC-O1,"Each participant receiving specialised support coordination receives tailored support to implement, monitor and review their support plans and reduce the risk and complexity of their situation.",SUP-SSC-SSC-QI-04,"In consideration of each participant’s individual needs, preferences and circumstances, suitable NDIS providers and mainstream service providers that have the appropriate skills and experience to deliver the required support are identified.",N,132.0,Specialised support coordination,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Support Coordination Lead,Ongoing + quarterly review,,Supplementary – Specialist Support Coordination – Specialised Support Co-ordination,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
SUP-SSC-SSC-QI-05,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Supplementary,Supplementary – Specialist Support Coordination,Specialised Support Co-ordination,SUP-SSC-SSC-O1,"Each participant receiving specialised support coordination receives tailored support to implement, monitor and review their support plans and reduce the risk and complexity of their situation.",SUP-SSC-SSC-QI-05,"There is proactive engagement to ensure that all providers implementing the participant’s plan understand and respond to the risk and/or complexity of the participant’s situation, and collaborate with other relevant providers, where required.",N,132.0,Specialised support coordination,https://www.ndiscommission.gov.au/provider-registration/apply-registration/registration-groups-or-classes-support,Certification,Y,Y,Y,Document review; Participant interview (where applicable),Y,Participants,"Relevant policy/procedure/framework (current, approved)",Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Support Coordination Lead,Ongoing + quarterly review,,Supplementary – Specialist Support Coordination – Specialised Support Co-ordination,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
